tanggal,stasiun,pm_sepuluh,pm_duakomalima,sulfur_dioksida,karbon_monoksida,ozon,nitrogen_dioksida
2024-02-09,DKI1 (Bunderan HI),69.8643429100034,36.76565597788502,46.38596918407247,7.997199493420123,54.31242505961098,23.2983178550293
2024-02-10,DKI1 (Bunderan HI),58.29245277806155,39.37766803222836,41.249319265557084,8.976397989848614,56.69800132673123,24.01036116667345
2024-02-11,DKI1 (Bunderan HI),64.52713939437538,29.36125380924499,41.39268910013654,11.700243231922554,44.29384446468274,27.23119339188149
2024-02-12,DKI1 (Bunderan HI),37.009949583025424,23.73896987693043,33.95961964762556,14.731054182798777,46.38604556232118,32.624445091469106
2024-02-13,DKI1 (Bunderan HI),57.206654349676434,19.43037651641472,39.4734888904577,14.938926029082628,40.93194828546405,34.50878565658143
2024-02-14,DKI1 (Bunderan HI),61.031882226419576,24.893406813458444,43.23336907678803,12.035937978504165,50.70811463928726,31.06277816105968
2024-02-15,DKI1 (Bunderan HI),66.31871393529967,22.933895590935986,46.77254489220267,12.913149254675085,56.734157296069014,21.064008436572323
2024-02-16,DKI1 (Bunderan HI),55.18745500518472,23.35227052865842,48.3550259345078,12.05171588672952,54.761942322585675,16.14919837181151
2024-02-17,DKI1 (Bunderan HI),40.5154227198414,20.12571038840274,44.42740783942511,14.938213904351826,43.01845103745211,19.707400745622174
2024-02-18,DKI1 (Bunderan HI),35.545140832838634,18.738092274520255,46.338193094991915,15.706697992691348,36.73169823020057,22.997437041142053
2024-02-19,DKI1 (Bunderan HI),29.02856265551017,23.636551880686337,46.57148518711157,16.80048818364774,48.131430723693576,22.740579039937874
2024-02-20,DKI1 (Bunderan HI),46.195259128128264,25.573718963650933,40.06325597759473,17.422047141391374,49.03037501837887,21.204379170528924
2024-02-21,DKI1 (Bunderan HI),64.46288476950156,34.57744281714974,34.7690510080935,16.824036420482535,53.40938372433212,20.57255610241619
2024-02-22,DKI1 (Bunderan HI),71.8949945501377,39.79362815875143,32.00790524304633,15.170396263917135,60.328968376410636,21.107569701367147
2024-02-23,DKI1 (Bunderan HI),62.068496440567976,38.9807267156991,39.73951806740546,14.773797843823678,64.06410399082782,22.388798851320217
2024-02-24,DKI1 (Bunderan HI),49.9171862070551,27.889639533661903,33.336860649194705,15.514022258614588,62.89294299010816,23.203395728872778
2024-02-25,DKI1 (Bunderan HI),42.12986205097281,14.620227050322432,31.383024612031463,16.90030132558689,49.08303261889247,27.211517954642172
2024-02-26,DKI1 (Bunderan HI),46.324948965017946,13.397525727116532,28.696417030936217,15.443040898422588,55.35069835117627,26.61666735436276
2024-02-27,DKI1 (Bunderan HI),57.30309180604221,20.075277858146922,45.62704993485399,14.679506797685638,50.03543570798403,26.250117870551406
2024-02-28,DKI1 (Bunderan HI),61.25900413536939,35.023039041717574,48.60916942127807,15.611711184713121,48.13613700179329,22.116625500732358
2024-02-29,DKI1 (Bunderan HI),63.68381290269949,31.787294556153853,46.122114743328524,16.535782031414804,38.041932667159735,21.205591947077995
2024-03-01,DKI1 (Bunderan HI),55.651940001731724,50.802845625362885,38.953759474812685,10.863636251687105,47.781746090967864,22.583806473155047
2024-03-02,DKI1 (Bunderan HI),58.33964609716407,39.844746420640135,39.17089460917011,8.530958051048252,44.452714491827294,20.144602849405235
2024-03-03,DKI1 (Bunderan HI),62.73776773834942,50.193273264673856,38.81418036614938,11.15015289158135,44.94193530530814,22.19834705071189
2024-03-04,DKI1 (Bunderan HI),48.516059970680864,34.33498411497852,42.08621787096507,16.871908561338163,22.299934740943584,17.752819897728433
2024-03-05,DKI1 (Bunderan HI),52.56043003112982,34.09022286211527,43.22531838074517,16.41306698975768,21.65975756770735,15.225059583689676
2024-03-06,DKI1 (Bunderan HI),42.285093007797244,28.298848509235118,37.258392408256846,11.462321660175371,24.468054214006234,17.544128687457057
2024-03-07,DKI1 (Bunderan HI),51.39242771431302,15.289108658170955,30.145275869067607,13.596790305125444,42.475040305729244,23.0371619658906
2024-03-08,DKI1 (Bunderan HI),52.345651507731795,17.396585285765383,28.250182355147178,16.763275024922326,39.93193199782751,34.52155905675695
2024-03-09,DKI1 (Bunderan HI),61.87006460982766,21.25583109767076,37.71618638595911,18.365166911013812,50.26228137497213,34.70186678588618
2024-03-10,DKI1 (Bunderan HI),65.84468201605974,27.15002129155131,44.443925029971204,15.744942539444429,51.86874295048912,31.52278226367557
2024-03-11,DKI1 (Bunderan HI),67.90432402209375,27.59300089110748,47.38624878992325,11.892739026452523,64.5784031797921,30.90285763522766
2024-03-12,DKI1 (Bunderan HI),62.91020171834381,18.76537925746507,43.16073085268778,12.688864521994267,67.15261505278471,25.915087789844694
2024-03-13,DKI1 (Bunderan HI),60.10966835892714,25.756453012594054,44.75798485676057,13.752930579284039,67.07699899529517,27.682494074161028
2024-03-14,DKI1 (Bunderan HI),48.61808248065509,27.769875670765042,37.40339338862485,11.964536721645752,61.92504785976835,22.395720578401637
2024-03-15,DKI1 (Bunderan HI),34.33979554765264,35.64522369376299,34.11617511638352,12.757602727903878,56.91064049175049,25.235335802313045
2024-03-16,DKI1 (Bunderan HI),29.63236464890168,27.137508754983177,29.80722967609842,8.790502291403063,54.73907026226512,22.13522711478392
2024-03-17,DKI1 (Bunderan HI),50.306139287452446,27.60482323564149,33.82786210326411,17.03397396573007,73.29068203013334,23.20537152174065
2024-03-18,DKI1 (Bunderan HI),47.73274806957692,26.905567409307746,36.15281116792834,14.79252387628629,65.57634772152419,19.42009705676499
2024-03-19,DKI1 (Bunderan HI),48.99386761100734,35.78920986325409,35.59721346115907,15.905445852735442,70.59840567370112,27.751551739225686
2024-03-20,DKI1 (Bunderan HI),34.63800247899164,37.229442401287606,36.460775349076705,10.821574004536325,65.870771247701,31.90468994426206
2024-03-21,DKI1 (Bunderan HI),50.80501435492255,31.432802137498594,34.96202468387918,15.240225862279138,69.86410411274674,28.10276624656918
2024-03-22,DKI1 (Bunderan HI),60.97003464246098,32.51588981529983,36.78925167689198,15.92698134812303,65.96859437898965,24.121509386613354
2024-03-23,DKI1 (Bunderan HI),59.34983758666102,26.42285057877339,32.74885209360583,16.282358328720992,52.81859364905309,21.945600690113825
2024-03-24,DKI1 (Bunderan HI),60.52861002150553,31.271169371548023,34.22356364765602,14.476543574732588,56.636297656181,26.990420419388105
2024-03-25,DKI1 (Bunderan HI),42.281351471918164,28.679855119446852,33.31598762861808,17.65291497471428,51.32662101456136,22.767294209331766
2024-03-26,DKI1 (Bunderan HI),64.13897564332575,31.801698779416352,38.63828239141868,15.614102248484913,56.73402259393052,27.077069862185425
2024-03-27,DKI1 (Bunderan HI),72.37724844177892,19.90085693447811,39.427986093039195,15.85238292973232,59.06466678288956,30.03295771667163
2024-03-28,DKI1 (Bunderan HI),92.00031686871155,9.247095720199894,38.3744158786186,13.94529826550111,82.83514278409568,30.943699273989097
2024-03-29,DKI1 (Bunderan HI),81.54271665445816,8.908086037800288,44.5390170102666,16.050446822535083,86.66090311147362,23.697831447760677
2024-03-30,DKI1 (Bunderan HI),79.55378644278724,7.771970983996958,48.901898458004155,14.293778327820139,91.38803745415501,19.088830770727924
2024-01-01,DKI2 (Kelapa Gading),500.0,31.626079860875038,48.75421233151759,13.39092489744959,67.05456431779207,29.503347496988624
2024-01-02,DKI2 (Kelapa Gading),350.5926532103984,33.76193707798723,38.66439683984039,13.506486292108159,59.268408944064674,29.21404837078181
2024-01-03,DKI2 (Kelapa Gading),208.3335067857688,26.532858243322693,33.88999921843163,13.3294993581016,45.0060220649479,25.027323532509907
2024-01-04,DKI2 (Kelapa Gading),72.41167514841372,27.621802306853414,29.53412904077743,15.63937489093641,26.60869281679109,24.5867992021595
2024-01-05,DKI2 (Kelapa Gading),69.84588589759032,33.48143538848535,33.17503520476151,14.858318336726398,36.74131832078004,21.496145749406562
2024-01-06,DKI2 (Kelapa Gading),66.06743645682612,33.725910024857725,37.62476726427493,14.53374743850947,44.931018990008546,23.282476371474957
2024-01-07,DKI2 (Kelapa Gading),52.53434900399524,39.10912863748593,35.21785646169307,12.142408065481561,57.27919585788171,16.16137309689073
2024-01-08,DKI2 (Kelapa Gading),48.117823536420815,28.985862884739763,36.66008245785295,14.385361636292975,43.3238370116919,15.26417803997066
2024-01-09,DKI2 (Kelapa Gading),47.412146197767385,33.802814978896784,39.338000783821265,14.269841052857922,42.47769375142093,19.444415083153533
2024-01-10,DKI2 (Kelapa Gading),50.106625874480905,26.24937247028429,45.30117623434713,16.958907594403982,34.33475701758582,25.255298756602713
2024-01-11,DKI2 (Kelapa Gading),64.84630983628996,27.684072981837705,51.59202825213854,16.029395847805716,37.70523214579391,24.726725469432598
2024-01-12,DKI2 (Kelapa Gading),68.49172035855285,27.038224417599114,47.31556018350492,15.912874083119599,46.65333342164783,27.29077710261211
2024-01-13,DKI2 (Kelapa Gading),65.99940946642538,31.920193442330326,46.454369074617226,14.498799135073648,56.46506868842914,32.37602203452383
2024-01-14,DKI2 (Kelapa Gading),58.274510397160185,34.65198238100191,42.01918029503929,15.262388357020422,60.84040301320985,31.65482385583469
2024-01-15,DKI2 (Kelapa Gading),45.329866842042485,36.31198786953303,42.32659869004751,16.3484133740259,63.12857199833062,22.819904565020877
2024-01-16,DKI2 (Kelapa Gading),59.27170060806136,32.93731072456776,33.65272012774344,17.343881079570597,59.402765785249976,19.65556745568668
2024-01-17,DKI2 (Kelapa Gading),65.86508535452248,27.207736936254133,34.937109838648034,16.676641706775296,65.09815509116335,20.031037128815857
2024-01-18,DKI2 (Kelapa Gading),69.54793357641232,26.850938252302427,38.82201980767824,16.60923236470269,49.25980450149382,20.192099865256306
2024-01-19,DKI2 (Kelapa Gading),63.67428816015697,21.09799283483279,48.62229370895407,16.021725996939566,50.63317981123203,11.11465806002481
2024-01-20,DKI2 (Kelapa Gading),59.382587378750856,23.808758641970922,47.888751062203056,14.528957050303475,39.45182439218908,18.07770360791115
2024-01-21,DKI2 (Kelapa Gading),75.07089095839846,24.956981770091176,46.128341557848294,13.451461097935598,57.89463131878802,19.29394843578403
2024-01-22,DKI2 (Kelapa Gading),78.28471428344024,31.101419675131364,34.17120784085716,11.502553231417421,64.11539507144674,22.332468673973256
2024-01-23,DKI2 (Kelapa Gading),67.32846018436165,28.55050742334775,37.93611642981993,14.437427113567688,60.41174485981392,18.96714387770778
2024-01-24,DKI2 (Kelapa Gading),50.495114636091806,26.055593607883775,31.580626817468765,16.22402471538756,44.93550178703051,21.607657855512198
2024-01-25,DKI2 (Kelapa Gading),37.72703569868836,27.53077308311315,42.07186425963292,16.768112894756158,41.87857406023681,33.84131531580355
2024-01-26,DKI2 (Kelapa Gading),54.86518270183819,32.57671650403244,39.685688088657436,16.690356314236052,43.713988554256304,25.090420294306664
2024-01-27,DKI2 (Kelapa Gading),65.09636741820559,33.97510749544976,46.836748613710604,14.871208820663703,46.15385962264878,25.296369740308254
2024-01-28,DKI2 (Kelapa Gading),69.3911993582638,27.538837194855933,47.30026848500273,14.912004500165112,44.35288181980969,16.54570743286411
2024-01-29,DKI2 (Kelapa Gading),64.25792789864704,22.036808033602853,43.23270786321189,9.710561477127534,66.61101311376571,26.790766199474223
2024-01-30,DKI2 (Kelapa Gading),67.0205267462811,26.420576009337577,42.868340016656994,10.958847523580511,70.76354919820706,32.67480942599594
2024-01-31,DKI2 (Kelapa Gading),80.94411787031015,25.61098502351476,42.50335143220385,11.659775658864708,64.92114197453026,33.32514752439988
2024-02-01,DKI2 (Kelapa Gading),76.72994490161776,21.145944633054686,43.48982450374029,13.353154103300014,50.69344885806654,32.006883772062906
2024-02-02,DKI2 (Kelapa Gading),66.60791625045319,17.12498700243705,47.128523650099034,11.552487571139144,69.84699531309927,27.53782938555399
2024-02-03,DKI2 (Kelapa Gading),45.56058552077244,21.519898911033625,44.62251834927986,11.113936428491556,68.31717134110521,32.55837367211375
2024-02-04,DKI2 (Kelapa Gading),38.21437871815419,31.347677032376385,47.14193745156084,13.16945015360121,73.69076487012228,29.87239445244744
2024-02-05,DKI2 (Kelapa Gading),25.402559779131877,30.45590508043648,44.090206667235236,15.795153596229147,53.736505287570786,24.93851833003237
2024-02-06,DKI2 (Kelapa Gading),30.885121985741268,21.07859737209913,40.2361719282768,17.46977997947322,62.79767148893857,17.041397335351743
2024-02-07,DKI2 (Kelapa Gading),45.865858766162866,10.8010932272071,37.38647544620638,18.44472941060893,49.96952009950284,19.277892011512375
2024-02-08,DKI2 (Kelapa Gading),68.2181629916507,14.724472452003539,32.695624769898664,17.795698009610884,45.137086634412505,25.571280274988812
2024-02-09,DKI2 (Kelapa Gading),79.64873638299707,21.13953190064838,37.201505734922456,16.11151838589917,40.843036570670314,18.620755789662102
2024-02-10,DKI2 (Kelapa Gading),69.18773063730909,31.722775234942617,41.190783593493286,16.381695791007747,34.41135266923692,22.680454849180943
2024-02-11,DKI2 (Kelapa Gading),62.95098419352519,26.782644326843354,50.3616858125642,14.545897788819232,33.86969109171364,18.442412506964335
2024-02-12,DKI2 (Kelapa Gading),56.147563054718574,29.37886571640181,54.42588681222119,12.224915686300426,41.72244950918779,26.333257511344225
2024-02-13,DKI2 (Kelapa Gading),68.0516430313822,20.95779229555343,52.26604513072741,13.703695571545069,50.50872753728343,24.158742836837813
2024-02-14,DKI2 (Kelapa Gading),66.76764352412141,18.126881089165604,43.85245478645294,16.058422399436363,52.46469963096541,31.584626520657096
2024-02-15,DKI2 (Kelapa Gading),63.51870262572678,28.300965376978883,39.574995037131956,19.27611914244218,44.70990579493574,37.288316540884104
2024-02-16,DKI2 (Kelapa Gading),60.226997233574934,36.62014591253635,36.42456694450049,16.635983609020766,41.937950993901374,38.15765588428196
2024-02-17,DKI2 (Kelapa Gading),58.359258243990126,44.0537726279935,37.90232152518094,14.845429560910576,35.12767813461214,31.060391099743033
2024-02-18,DKI2 (Kelapa Gading),64.38732227164483,34.41499469689672,39.51740758412555,13.819985112155978,28.71628117418962,30.101723645557698
2024-02-19,DKI2 (Kelapa Gading),59.50524515176394,26.083926715072636,39.74059823192826,14.335019447449833,30.352394116495493,26.830124619553306
2024-02-20,DKI2 (Kelapa Gading),65.82453045294973,23.492574778440527,37.92659354032835,14.888360200640717,38.83292934579611,32.64687474319913
2024-02-21,DKI2 (Kelapa Gading),58.055091775983634,22.084898631972965,30.9989384554149,15.020174332052038,44.280896683812124,30.059070497219768
2024-02-22,DKI2 (Kelapa Gading),72.45016401242226,27.07947984658018,34.45935850791091,13.566590495608187,55.19010591800909,38.58252994114076
2024-02-23,DKI2 (Kelapa Gading),73.82990413658177,30.270944629092,40.047960680208256,15.290523476450801,51.697386014359985,33.21837412662684
2024-02-24,DKI2 (Kelapa Gading),73.74773321678636,38.526990412946994,44.73521452821824,15.200906580729352,51.811094371586286,25.993003563131662
2024-02-25,DKI2 (Kelapa Gading),59.348387551683544,35.61885892624702,45.287008301646495,16.78653765868871,40.39751543415525,17.570689929954877
2024-02-26,DKI2 (Kelapa Gading),54.75785804771052,31.910444611735013,45.19553210289214,12.213064347493201,47.364740956462924,17.570896241291962
2024-02-27,DKI2 (Kelapa Gading),52.65418459615182,26.19753382984632,43.08725946860739,12.862456004787575,46.110481412651474,23.994307843108192
2024-02-28,DKI2 (Kelapa Gading),51.09047159483162,29.723421174760336,44.82560850274209,11.669368697660717,43.51294265311406,24.00222298725488
2024-02-29,DKI2 (Kelapa Gading),46.782636079283414,28.51713442205686,42.84060803773449,14.00269785739557,41.300826411963975,19.140799188932704
2024-03-01,DKI2 (Kelapa Gading),60.349902462683524,19.766171183871943,46.96969250048351,13.465690726024071,38.516136372611754,20.566910812320714
2024-03-02,DKI2 (Kelapa Gading),63.21359637639747,17.60226784660053,41.209840308949744,12.873487646636798,37.51561845542175,20.11362189575708
2024-03-03,DKI2 (Kelapa Gading),61.264504062965464,17.94231921399277,40.955708507448016,12.121213512436393,27.172255086514227,26.150136389332705
2024-03-04,DKI2 (Kelapa Gading),39.23890437842655,25.136021390556134,34.22139724711756,12.410935427183878,38.66230600089772,24.034288496776636
2024-03-05,DKI2 (Kelapa Gading),41.69383261234072,27.542887336473445,45.056902850566864,12.484777159074637,47.03014313268193,24.597568948293404
2024-03-06,DKI2 (Kelapa Gading),63.20406948378203,24.372582211829485,38.7525553247925,12.34117164035004,53.09271643717506,21.47813743582834
2024-03-07,DKI2 (Kelapa Gading),83.5693966673252,25.94254893429442,41.468965566519806,14.1930159061779,47.543357940089685,17.47350850561183
2024-03-08,DKI2 (Kelapa Gading),70.43528739692003,25.663632445565042,29.39893247219396,15.070758061559232,49.565113909243216,17.67562260434695
2024-03-09,DKI2 (Kelapa Gading),66.67246244829097,26.712301642608967,34.15370822663845,16.531852084670813,49.4417526491109,17.825639930292663
2024-03-10,DKI2 (Kelapa Gading),60.621712428956045,37.92836789683397,37.0859372925187,15.927274292379224,49.61869947068656,23.449630592988598
2024-03-11,DKI2 (Kelapa Gading),77.49566687715446,39.357421269670816,41.58435845830703,17.199400984045095,49.38061402163597,22.538672282443276
2024-03-12,DKI2 (Kelapa Gading),72.55600017918819,48.80885978571708,42.36047950400543,16.999074394673954,47.63404998638211,25.186377921478748
2024-03-13,DKI2 (Kelapa Gading),71.34712583732028,38.58273398906177,47.676352261288656,16.24241106986244,40.63401012872695,31.066159303738203
2024-03-14,DKI2 (Kelapa Gading),67.07090849229571,34.46673679739267,49.361472701497824,14.050707647966094,30.60534421981552,34.23604613755628
2024-03-15,DKI2 (Kelapa Gading),54.542881074590774,33.66119192485595,50.05739898281902,14.045821287971975,23.703951189261222,30.600762782391953
2024-03-16,DKI2 (Kelapa Gading),40.845001608998786,34.06067741619362,37.951504406325355,15.362152171389218,22.805847433988617,19.53926769965171
2024-03-17,DKI2 (Kelapa Gading),34.76438278794446,32.77561138925942,42.26555919143154,16.84352294741314,30.866166638998976,17.149151735636227
2024-03-18,DKI2 (Kelapa Gading),48.08864659744405,29.047809828890383,47.29967258311111,15.630573884480503,45.482906121828336,19.92335509388705
2024-03-19,DKI2 (Kelapa Gading),75.83125001482985,28.58880163948143,55.79107647424602,13.754179350630375,50.72290561664408,20.138729510076328
2024-03-20,DKI2 (Kelapa Gading),70.93255379604345,33.41864682300818,50.318148058957796,12.983344682617542,52.22788914003751,19.258359141529272
2024-03-21,DKI2 (Kelapa Gading),50.60769476790386,34.05755951096191,39.57680277582793,10.888585679721706,49.60494176409835,16.273862331442153
2024-03-22,DKI2 (Kelapa Gading),36.154297422939884,31.66376810174353,32.6982464505051,11.041252714051625,52.99341873931494,17.3518063623325
2024-03-23,DKI2 (Kelapa Gading),52.18636300969908,31.54844523564039,30.358064433624136,10.680028231919415,43.41637682199124,18.631619687791765
2024-03-24,DKI2 (Kelapa Gading),60.72451164215712,24.579362223583857,40.445373721464385,13.437111847197109,52.43218398529236,20.434065334494502
2024-03-25,DKI2 (Kelapa Gading),59.45565865103256,27.86727848017755,41.40772527859548,13.14443197752069,50.36409040818108,25.680620106562163
2024-03-26,DKI2 (Kelapa Gading),59.98729765079249,32.06374666687868,40.289452706859805,15.319146381944142,65.40600094428568,24.966058444370447
2024-03-27,DKI2 (Kelapa Gading),63.35926896426971,43.23558277328609,28.690559549323126,16.84905020204017,57.806950352209945,28.76732328061553
2024-03-28,DKI2 (Kelapa Gading),59.18273731689445,47.55809093341501,31.9686230581718,17.780694261457302,50.47616155059816,27.596028562493288
2024-03-29,DKI2 (Kelapa Gading),49.27890311333508,47.65841746238845,32.260887318169544,16.87081581791865,53.01084727157223,25.845343620391446
2024-03-30,DKI2 (Kelapa Gading),46.5785558172024,48.091086666038876,38.001604959605736,16.474585253490012,53.32429936271696,23.659082839842576
2024-01-01,DKI3 (Jagakarsa),283.70889050150345,24.302777403455355,22.495030091801596,18.64969680804522,55.93066614401819,33.01838144615526
2024-01-02,DKI3 (Jagakarsa),213.33799931944918,24.110770525512876,29.508086732003164,16.342320923902886,56.38330363339722,31.549852974099736
2024-01-03,DKI3 (Jagakarsa),62.97567910681238,20.54017827990734,37.50887966283796,16.643762366227307,69.5796900131004,34.13964461213941
2024-01-04,DKI3 (Jagakarsa),59.869682431434114,20.459371787465646,39.15447263442927,18.18803615427494,63.12520564327584,37.39190376677553
2024-01-05,DKI3 (Jagakarsa),49.94234854035606,26.638908224325416,38.21593239433356,19.841589162721036,57.803723883366764,32.33475500237508
2024-01-06,DKI3 (Jagakarsa),47.03515510203683,30.08049041341197,35.079624891838165,19.792062144765712,38.74577802060525,30.050915442651643
2024-01-07,DKI3 (Jagakarsa),43.61601687458458,33.6712123401855,45.37633656545332,16.39090184327055,29.286913016697586,29.26800959500893
2024-01-08,DKI3 (Jagakarsa),49.079284919272006,23.28709745593012,51.35480284037615,16.153776712252423,42.65126985265585,29.29344115599986
2024-01-09,DKI3 (Jagakarsa),60.7909573308979,12.429893820729554,50.127354766419295,15.766946242250981,44.826894859171745,28.8793438367926
2024-01-10,DKI3 (Jagakarsa),68.99223878682729,10.551159042531284,34.59104904547908,18.205560822834524,53.628071204187215,19.243650130983823
2024-01-11,DKI3 (Jagakarsa),71.31585732428313,9.633996255403503,23.992564898830626,16.438852515027246,44.23456843654541,24.589741318705887
2024-01-12,DKI3 (Jagakarsa),64.57431393054867,13.70445579654058,32.32531039290185,18.38667714769623,53.67518781335048,26.310043575735993
2024-01-13,DKI3 (Jagakarsa),59.97745357301719,28.510363401999303,37.51232068153477,12.648413863034788,59.05167069018279,29.571661672765497
2024-01-14,DKI3 (Jagakarsa),54.1971847540986,35.38082696034889,46.86551270111409,12.50136120191406,62.079586633987596,27.06225848050831
2024-01-15,DKI3 (Jagakarsa),48.09392093205537,46.357324043620736,46.37141970098566,11.25411136587057,61.42169878297428,25.402744848804886
2024-01-16,DKI3 (Jagakarsa),43.24649840885099,40.2273269180287,50.4040282754551,14.249107156496919,50.01115856926619,22.896792262784448
2024-01-17,DKI3 (Jagakarsa),43.0123125096387,27.653710144728866,42.22251574101589,16.092677415850527,48.84641950495912,23.56760486380872
2024-01-18,DKI3 (Jagakarsa),51.53407925006752,25.063973646991133,38.814677388430006,14.168040408380092,37.48111675728442,18.877471963249825
2024-01-19,DKI3 (Jagakarsa),52.58040290129415,28.790362042784995,37.82311017998534,13.200701132419276,43.88986752510521,19.422297004688257
